student_id,concept,concept_difficulty,attempts,time_spent,correct,mastery_label
0fa3f87c,Loops,2,3,24,0,0
f6bfc15f,Loops,2,1,27,0,0
bf0e5c55,Variables,1,1,22,0,0
09505742,Variables,1,2,27,0,0
1f33c4ce,Loops,2,2,30,0,0
1214605f,Loops,2,1,5,1,1
56060b4d,Dynamic Programming,4,2,39,0,0
03f4c13e,Functions,2,1,15,0,0
d63b006e,Loops,2,3,28,0,0
c1db4161,Functions,2,1,14,1,1
a4e0c28d,Functions,2,2,35,1,0
96ed030e,Recursion,3,1,27,1,0
66429af5,Functions,2,1,26,0,0
b3f64f19,Functions,2,3,23,0,0
5e4c63f7,Loops,2,2,30,1,0
dc54d27c,Loops,2,2,36,0,0
faf2230c,Dynamic Programming,4,1,25,1,0
45b5de1a,Variables,1,2,30,0,0
b87fb52d,Variables,1,2,32,1,0
c21eefb7,Functions,2,1,7,0,0
84b563ae,Variables,1,3,31,0,0
82b05027,Variables,1,3,37,1,1
72ddfa48,Variables,1,3,37,0,0
5ac87020,Functions,2,1,40,0,0
342d668c,Functions,2,1,24,1,1
b8b005de,Recursion,3,3,50,0,0
5ac87020,Variables,1,3,32,0,0
ec60e30b,Recursion,3,2,34,1,0
39119303,Recursion,3,2,29,0,0
e6237686,Functions,2,3,30,0,0
3d59b919,Functions,2,2,19,1,0
d611361f,Variables,1,1,37,1,1
f4ad70ed,Functions,2,2,33,1,0
4e096844,Functions,2,1,29,0,0
bf0e5c55,Recursion,3,1,20,0,0
8680f577,Loops,2,1,23,0,0
b1694887,Variables,1,3,30,1,0
72ddfa48,Dynamic Programming,4,1,19,1,0
99e180db,Recursion,3,1,38,0,0
3263dca5,Loops,2,3,27,1,0
0fa3f87c,Loops,2,1,36,0,0
5745afc1,Recursion,3,3,38,1,0
0db3460b,Dynamic Programming,4,1,36,0,0
0e79cd40,Dynamic Programming,4,2,44,0,0
e11c2057,Recursion,3,1,24,1,0
1d4c9cc0,Variables,1,2,22,0,0
0413c097,Loops,2,1,30,0,0
847c54fb,Loops,2,1,11,1,1
3d69c0ca,Variables,1,3,30,0,0
6c985f1e,Functions,2,1,30,0,0
a8e1ff27,Functions,2,1,25,0,0
7eb5baa2,Variables,1,2,29,1,0
637f435d,Variables,1,1,27,1,1
9f98a2dc,Functions,2,2,30,1,0
b41f7116,Dynamic Programming,4,2,43,1,0
daee0007,Variables,1,2,32,0,0
84b563ae,Loops,2,2,19,0,0
5537bfd1,Variables,1,2,44,1,0
717f86c2,Dynamic Programming,4,1,29,0,0
25823a23,Variables,1,3,18,0,0
7eb5baa2,Variables,1,2,35,1,1
45b5de1a,Loops,2,2,25,1,0
c1db4161,Variables,1,2,33,1,1
1c4b0d66,Variables,1,1,47,1,1
abb9c659,Functions,2,3,25,1,0
6c985f1e,Variables,1,1,22,1,1
0bbd03f9,Recursion,3,2,45,0,0
f1fc10b2,Loops,2,2,28,0,0
c1c9edb9,Recursion,3,1,21,0,0
a13cc4dc,Dynamic Programming,4,2,43,0,0
049fc19a,Dynamic Programming,4,2,25,0,0
56060b4d,Loops,2,1,26,1,1
d20907be,Variables,1,3,37,0,0
717f86c2,Dynamic Programming,4,2,30,0,0
b3f64f19,Recursion,3,1,27,0,0
09505742,Recursion,3,1,32,0,0
91e64a70,Loops,2,1,31,1,1
bd0c2b39,Dynamic Programming,4,1,41,0,0
c54abbb6,Recursion,3,1,32,1,0
057a3be1,Loops,2,2,27,0,0
03f4c13e,Recursion,3,2,32,1,0
fdb66605,Dynamic Programming,4,1,29,0,0
1d4c9cc0,Functions,2,2,35,0,0
a83e881d,Variables,1,2,32,0,0
1f33c4ce,Dynamic Programming,4,2,27,1,0
4ecbb3b7,Recursion,3,1,39,1,0
3a9f6f1f,Functions,2,1,23,1,0
8539e3ec,Loops,2,1,34,0,0
00e69998,Dynamic Programming,4,3,30,0,0
6c6ea779,Functions,2,2,30,1,1
39119303,Variables,1,2,17,1,1
38caeb3c,Loops,2,2,23,0,0
080b3811,Recursion,3,1,45,1,0
aa8a37f4,Dynamic Programming,4,2,48,1,0
84c8caac,Functions,2,1,35,1,0
03e26a0b,Functions,2,1,23,0,0
4eba48a6,Recursion,3,1,39,1,1
a749cce0,Dynamic Programming,4,2,31,0,0
fdb66605,Recursion,3,3,34,0,0
7498baf0,Functions,2,3,31,0,0
d41f22aa,Recursion,3,3,32,0,0
e6574e00,Dynamic Programming,4,2,33,1,0
0f512b8e,Recursion,3,2,27,0,0
8680f577,Recursion,3,3,46,0,0
52ff1a49,Loops,2,2,40,1,0
f1fc10b2,Loops,2,2,27,1,1
0813b66c,Variables,1,1,23,0,0
c5ebe991,Dynamic Programming,4,2,45,0,0
1f33c4ce,Functions,2,1,12,1,0
b3f64f19,Variables,1,1,18,0,0
0e79cd40,Loops,2,2,14,1,0
0f512b8e,Recursion,3,3,29,0,0
64f6fedd,Variables,1,2,34,1,1
7882fad6,Functions,2,1,32,0,0
27b49b90,Recursion,3,1,31,1,0
5c2bc04a,Variables,1,2,19,1,0
b41f7116,Loops,2,1,26,1,0
283b0d8b,Functions,2,3,22,1,0
c5ebe991,Dynamic Programming,4,2,37,0,0
72ddfa48,Functions,2,3,30,0,0
e9d0c683,Variables,1,3,36,0,0
84392e9a,Loops,2,3,29,0,0
e9b79c29,Loops,2,3,27,1,0
c0a8a86f,Variables,1,1,38,1,1
1e9af1a8,Recursion,3,1,15,0,0
faf2230c,Dynamic Programming,4,2,33,0,0
e9d0c683,Dynamic Programming,4,1,37,0,0
0f512b8e,Functions,2,2,26,1,0
c0a8a86f,Functions,2,2,37,1,0
df9ead78,Recursion,3,1,17,1,0
163a7d7d,Variables,1,1,21,1,0
0db3460b,Functions,2,3,37,0,0
39119303,Variables,1,3,36,0,0
80f3d5b0,Dynamic Programming,4,2,50,0,0
fdb66605,Recursion,3,2,41,0,0
73b88305,Loops,2,1,30,1,1
cbc58144,Variables,1,1,31,1,0
ec60e30b,Dynamic Programming,4,2,28,1,0
b8b005de,Functions,2,1,15,1,1
c1db4161,Loops,2,1,24,1,0
f1fc10b2,Loops,2,1,28,1,0
283b0d8b,Recursion,3,2,31,0,0
cbc58144,Dynamic Programming,4,2,30,0,0
897979a0,Loops,2,2,37,0,0
75eee0b0,Recursion,3,1,21,0,0
3f3826f3,Recursion,3,3,29,0,0
82b05027,Dynamic Programming,4,1,40,0,0
c30bfd68,Recursion,3,1,33,1,0
cce7da75,Dynamic Programming,4,2,41,0,0
080b3811,Dynamic Programming,4,2,41,0,0
a8070b67,Loops,2,2,22,0,0
a6e23819,Variables,1,1,28,1,1
5c2bc04a,Loops,2,1,29,1,0
0ae7c5b8,Dynamic Programming,4,1,39,1,0
27b49b90,Dynamic Programming,4,3,30,0,0
163a7d7d,Loops,2,1,27,1,1
e6574e00,Variables,1,1,19,1,1
67386278,Recursion,3,2,20,1,0
0413c097,Variables,1,1,27,1,1
e96f6898,Recursion,3,1,44,0,0
cb7b5ea5,Recursion,3,2,28,1,0
8fb1f315,Functions,2,1,26,1,0
e6574e00,Recursion,3,1,34,0,0
84b563ae,Loops,2,1,22,1,1
0f512b8e,Dynamic Programming,4,1,38,0,0
1f33c4ce,Loops,2,1,25,0,0
35645b69,Dynamic Programming,4,3,61,0,0
b41f7116,Functions,2,1,38,1,1
283b0d8b,Dynamic Programming,4,1,41,0,0
73b88305,Dynamic Programming,4,1,37,1,0
84392e9a,Variables,1,1,40,0,0
049fc19a,Loops,2,3,23,0,0
e5b4ad69,Loops,2,1,35,0,0
abb9c659,Recursion,3,2,37,1,0
0813b66c,Variables,1,3,33,1,0
03e26a0b,Functions,2,3,24,0,0
8539e3ec,Variables,1,2,34,1,0
39119303,Dynamic Programming,4,2,57,0,0
0413c097,Recursion,3,1,39,1,0
45b5de1a,Dynamic Programming,4,1,40,0,0
d49f68ef,Recursion,3,3,23,0,0
717f86c2,Loops,2,1,32,1,0
b8b005de,Variables,1,1,13,1,1
38caeb3c,Functions,2,3,21,1,0
5537bfd1,Variables,1,3,27,1,1
6c0d033e,Loops,2,3,41,0,0
7e3123d1,Functions,2,3,41,0,0
b87fb52d,Dynamic Programming,4,1,30,0,0
595afe07,Variables,1,1,24,0,0
e5b4ad69,Functions,2,3,28,1,0
1c4b0d66,Functions,2,3,27,0,0
847c54fb,Dynamic Programming,4,1,30,0,0
bf0e5c55,Loops,2,2,41,1,0
8fb1f315,Functions,2,1,43,1,1
6313f2f8,Dynamic Programming,4,1,34,0,0
cb7b5ea5,Variables,1,1,23,1,1
595afe07,Functions,2,3,24,0,0
96ed030e,Loops,2,2,40,0,0
c9d83e66,Loops,2,2,32,1,0
897979a0,Dynamic Programming,4,1,26,0,0
0413c097,Variables,1,1,19,1,1
cc50d102,Variables,1,1,18,1,1
697ebb27,Variables,1,1,5,0,0
6c985f1e,Functions,2,2,47,0,0
859789fb,Functions,2,2,25,0,0
d26e930c,Loops,2,1,19,1,0
a749cce0,Dynamic Programming,4,1,45,0,0
daee0007,Variables,1,2,32,1,0
60b5d26b,Variables,1,2,16,1,0
d63b006e,Recursion,3,3,25,0,0
e9b79c29,Functions,2,3,21,1,0
fe579de6,Recursion,3,1,35,0,0
d26e930c,Recursion,3,1,37,0,0
e96f6898,Functions,2,2,25,1,0
b8b005de,Dynamic Programming,4,2,28,1,0
6c0d033e,Functions,2,1,18,0,0
3a9f6f1f,Loops,2,1,27,1,1
a4e0c28d,Dynamic Programming,4,1,46,0,0
daee0007,Functions,2,1,23,0,0
28fc7c4c,Variables,1,1,22,0,0
590f8480,Dynamic Programming,4,2,43,1,0
cb7b5ea5,Loops,2,1,28,0,0
2dd0eb22,Dynamic Programming,4,1,31,1,0
67386278,Variables,1,1,29,0,0
c54abbb6,Loops,2,2,30,1,0
1d4c9cc0,Variables,1,1,27,0,0
e96f6898,Variables,1,1,22,0,0
9f98a2dc,Dynamic Programming,4,1,37,0,0
cb7b5ea5,Dynamic Programming,4,2,39,0,0
29d8241a,Loops,2,2,50,1,0
45b5de1a,Loops,2,1,24,0,0
99e180db,Variables,1,2,34,0,0
60e2fa70,Variables,1,1,23,1,0
3d59b919,Loops,2,3,37,0,0
fdb66605,Variables,1,1,29,1,1
859789fb,Variables,1,2,19,0,0
c30bde50,Functions,2,2,35,1,1
7e3123d1,Variables,1,2,29,0,0
1b3c9480,Functions,2,1,25,0,0
7498baf0,Functions,2,1,28,0,0
5745afc1,Recursion,3,3,23,0,0
8fb1f315,Recursion,3,1,33,1,0
1104d582,Variables,1,3,23,1,0
86878cf1,Functions,2,1,23,1,1
e33fb13f,Loops,2,1,44,1,1
e6574e00,Functions,2,1,30,0,0
09505742,Recursion,3,1,29,1,0
e6d5e657,Variables,1,3,25,0,0
6313f2f8,Recursion,3,1,24,0,0
a9b93c93,Variables,1,2,23,1,1
fdb66605,Recursion,3,2,22,1,0
0bbd03f9,Dynamic Programming,4,3,29,1,0
e6237686,Loops,2,2,16,0,0
7498baf0,Functions,2,1,37,1,1
1104d582,Functions,2,3,38,0,0
f6bfc15f,Recursion,3,2,25,0,0
56060b4d,Functions,2,2,37,0,0
96afdb6a,Recursion,3,2,28,0,0
abb9c659,Loops,2,1,38,1,0
cce7da75,Dynamic Programming,4,2,28,0,0
1e9af1a8,Functions,2,1,15,0,0
3d1f9bcf,Variables,1,1,32,1,1
d20907be,Functions,2,3,39,1,0
39119303,Dynamic Programming,4,2,16,0,0
a749cce0,Loops,2,1,34,1,1
b41f7116,Functions,2,1,32,1,0
25823a23,Variables,1,1,19,0,0
00e69998,Dynamic Programming,4,1,29,0,0
dc54d27c,Loops,2,1,43,1,1
fe579de6,Dynamic Programming,4,2,43,0,0
7d83aaa2,Recursion,3,1,24,1,0
48123c8b,Loops,2,1,26,1,0
342d668c,Loops,2,1,22,1,1
fe579de6,Dynamic Programming,4,2,30,1,0
faf2230c,Dynamic Programming,4,1,48,1,0
ecbc285c,Recursion,3,3,32,1,0
56060b4d,Recursion,3,1,42,0,0
897979a0,Recursion,3,2,29,1,0
cbc58144,Dynamic Programming,4,2,35,1,0
1104d582,Functions,2,2,31,0,0
b1694887,Functions,2,3,34,0,0
7498baf0,Variables,1,1,18,0,0
00e69998,Variables,1,1,18,1,1
7b55af79,Variables,1,2,24,1,1
b08626e4,Loops,2,2,21,0,0
f4ad70ed,Functions,2,3,10,0,0
25c83068,Loops,2,1,38,1,0
8539e3ec,Variables,1,1,20,1,1
44e50da6,Loops,2,3,25,0,0
73b88305,Recursion,3,3,19,1,0
f4ad70ed,Functions,2,2,34,0,0
44110570,Recursion,3,2,29,0,0
629f1950,Dynamic Programming,4,2,39,1,0
b8b005de,Dynamic Programming,4,3,38,0,0
faf2230c,Loops,2,2,24,0,0
c30bfd68,Dynamic Programming,4,1,56,0,0
2a9272f0,Dynamic Programming,4,3,31,0,0
283b0d8b,Loops,2,3,43,1,0
84392e9a,Loops,2,2,32,1,0
d20907be,Dynamic Programming,4,1,39,0,0
3d1f9bcf,Recursion,3,3,28,0,0
d49f68ef,Dynamic Programming,4,2,37,1,0
8539e3ec,Dynamic Programming,4,1,46,0,0
75eee0b0,Variables,1,2,33,0,0
b41f7116,Recursion,3,1,30,0,0
56060b4d,Functions,2,1,23,1,1
52ff1a49,Variables,1,1,39,1,1
a9b93c93,Recursion,3,1,28,0,0
b41f7116,Recursion,3,1,32,0,0
0db3460b,Functions,2,3,26,0,0
e3f0ada2,Dynamic Programming,4,1,18,0,0
bf0e5c55,Recursion,3,1,28,0,0
049fc19a,Dynamic Programming,4,1,22,0,0
73b88305,Dynamic Programming,4,1,37,0,0
2a9272f0,Recursion,3,2,31,0,0
342d668c,Variables,1,2,28,1,1
c21eefb7,Recursion,3,3,38,0,0
6313f2f8,Dynamic Programming,4,1,17,1,0
1104d582,Recursion,3,1,39,1,0
9f98a2dc,Dynamic Programming,4,1,22,1,0
daee0007,Loops,2,1,34,1,0
96ed030e,Recursion,3,3,31,1,0
8fb1f315,Recursion,3,2,24,1,0
c1db4161,Variables,1,2,38,1,1
629f1950,Loops,2,1,33,0,0
1d9fc720,Variables,1,3,21,0,0
b1694887,Recursion,3,1,38,0,0
717f86c2,Recursion,3,1,28,0,0
d20907be,Dynamic Programming,4,3,36,0,0
84c8caac,Dynamic Programming,4,3,40,0,0
56060b4d,Functions,2,1,26,0,0
73b88305,Dynamic Programming,4,1,31,0,0
e6574e00,Loops,2,1,29,1,1
f2af96c0,Functions,2,2,26,0,0
f1fc10b2,Variables,1,1,38,1,0
e9b79c29,Recursion,3,2,16,1,0
25823a23,Functions,2,2,23,0,0
1bd8d2b4,Variables,1,3,26,0,0
1c4b0d66,Variables,1,2,23,0,0
a6e23819,Loops,2,1,29,0,0
35645b69,Dynamic Programming,4,3,41,0,0
5745afc1,Variables,1,1,27,0,0
29da264a,Variables,1,1,30,1,1
e5b4ad69,Loops,2,1,32,0,0
629f1950,Recursion,3,2,41,1,0
1104d582,Loops,2,1,25,1,0
163a7d7d,Functions,2,1,19,0,0
d7be5c1e,Functions,2,1,33,1,0
b3f64f19,Recursion,3,2,28,0,0
a8e1ff27,Functions,2,2,33,1,0
4ecbb3b7,Dynamic Programming,4,1,32,1,0
d41f22aa,Functions,2,1,31,1,0
d49f68ef,Loops,2,1,30,0,0
5064bff6,Functions,2,2,25,1,0
40bdcaf0,Recursion,3,1,32,0,0
c06c593a,Loops,2,1,19,0,0
4eba48a6,Dynamic Programming,4,1,44,1,0
e9b79c29,Variables,1,2,31,1,0
1bd8d2b4,Functions,2,3,33,0,0
91e64a70,Variables,1,3,32,1,0
0ae7c5b8,Variables,1,1,27,0,0
40bdcaf0,Variables,1,3,33,1,1
6c6ea779,Dynamic Programming,4,3,42,0,0
5ac87020,Dynamic Programming,4,1,34,0,0
aa8a37f4,Functions,2,1,21,1,0
d7be5c1e,Recursion,3,2,27,0,0
86878cf1,Variables,1,2,14,0,0
0413c097,Recursion,3,1,30,0,0
3d1f9bcf,Functions,2,2,15,1,0
60e2fa70,Functions,2,2,36,0,0
60b5d26b,Recursion,3,3,38,0,0
fdb66605,Functions,2,2,27,1,0
bf0e5c55,Functions,2,2,28,1,0
e5b4ad69,Dynamic Programming,4,1,48,0,0
3f3826f3,Functions,2,1,24,1,1
3a9f6f1f,Dynamic Programming,4,1,37,1,0
fdb66605,Loops,2,2,34,1,0
d26e930c,Dynamic Programming,4,3,33,0,0
cd86db99,Variables,1,1,20,0,0
6e99ac2f,Variables,1,1,11,1,1
c0a8a86f,Variables,1,1,24,1,1
e5b4ad69,Dynamic Programming,4,1,26,1,0
faf2230c,Dynamic Programming,4,1,17,1,0
7d83aaa2,Variables,1,1,31,0,0
dbd84587,Functions,2,1,37,1,1
a749cce0,Variables,1,2,34,1,0
283b0d8b,Variables,1,3,12,0,0
697ebb27,Recursion,3,3,38,0,0
e3f0ada2,Variables,1,1,31,1,1
2a9272f0,Variables,1,2,36,1,1
0e79cd40,Recursion,3,1,18,1,0
1f33c4ce,Loops,2,3,13,0,0
8e5699ff,Loops,2,3,25,0,0
df9ead78,Loops,2,1,22,1,1
283b0d8b,Functions,2,3,46,1,0
c30bde50,Variables,1,2,27,1,1
0813b66c,Functions,2,1,13,0,0
e9b79c29,Recursion,3,3,39,0,0
75eee0b0,Functions,2,3,33,1,0
a83e881d,Variables,1,1,33,1,1
44e50da6,Variables,1,1,23,1,1
27b49b90,Loops,2,1,19,0,0
ecbc285c,Dynamic Programming,4,3,35,0,0
d611361f,Functions,2,2,44,0,0
1bd8d2b4,Variables,1,2,33,1,0
e6574e00,Loops,2,1,28,0,0
c30bfd68,Variables,1,2,29,1,0
69487be7,Variables,1,3,30,0,0
82b05027,Recursion,3,1,37,0,0
1e9af1a8,Dynamic Programming,4,1,17,0,0
0fa3f87c,Variables,1,2,35,1,0
cbc58144,Variables,1,1,34,1,1
1f33c4ce,Recursion,3,2,34,0,0
847c54fb,Variables,1,2,19,0,0
2a9272f0,Loops,2,2,27,0,0
6e99ac2f,Dynamic Programming,4,1,34,0,0
bd0c2b39,Functions,2,1,36,0,0
e6237686,Functions,2,2,18,1,0
5e4c63f7,Variables,1,3,38,1,0
4ecbb3b7,Functions,2,1,34,0,0
e9b79c29,Functions,2,2,32,0,0
049fc19a,Functions,2,1,30,0,0
4f4a93f9,Loops,2,1,26,1,1
c9d83e66,Variables,1,3,38,1,0
dbd84587,Variables,1,1,31,0,0
00a8a9a8,Loops,2,1,31,0,0
c30bde50,Functions,2,3,40,0,0
29da264a,Loops,2,3,27,0,0
0efdd7c7,Loops,2,1,19,1,0
717f86c2,Recursion,3,2,30,0,0
5e4c63f7,Functions,2,1,34,1,1
1661ded5,Variables,1,2,29,0,0
56060b4d,Loops,2,1,36,0,0
8e5699ff,Functions,2,1,29,1,1
d26e930c,Functions,2,2,29,0,0
cb7b5ea5,Loops,2,1,26,1,0
dc2ec317,Loops,2,1,26,0,0
91e64a70,Functions,2,2,43,0,0
dc54d27c,Loops,2,2,36,0,0
cb7b5ea5,Variables,1,1,27,1,1
d49f68ef,Loops,2,1,22,0,0
ccd462cf,Loops,2,1,17,0,0
1c4b0d66,Dynamic Programming,4,2,25,0,0
0efdd7c7,Recursion,3,2,33,0,0
d63b006e,Variables,1,1,14,0,0
00e69998,Dynamic Programming,4,1,17,0,0
65c08f13,Dynamic Programming,4,3,47,0,0
08d327e6,Loops,2,1,30,1,0
35645b69,Loops,2,1,24,1,0
00a8a9a8,Dynamic Programming,4,1,36,0,0
d41f22aa,Recursion,3,1,34,1,0
75eee0b0,Variables,1,1,19,1,0
a749cce0,Recursion,3,1,28,1,0
a13cc4dc,Recursion,3,2,29,1,0
897979a0,Loops,2,2,23,1,0
1d9fc720,Loops,2,2,38,1,0
8fb1f315,Dynamic Programming,4,1,34,0,0
d20907be,Recursion,3,1,36,0,0
b08626e4,Dynamic Programming,4,2,42,1,0
f1fc10b2,Recursion,3,1,36,1,0
45b5de1a,Dynamic Programming,4,2,28,0,0
c30bde50,Variables,1,3,29,1,0
1932d7f3,Functions,2,2,21,0,0
0f512b8e,Dynamic Programming,4,2,13,0,0
847c54fb,Functions,2,2,31,0,0
44110570,Loops,2,1,21,0,0
8680f577,Recursion,3,1,21,0,0
f6bfc15f,Functions,2,2,46,1,0
7498baf0,Dynamic Programming,4,2,32,1,0
697ebb27,Dynamic Programming,4,3,35,0,0
cc50d102,Functions,2,2,40,0,0
6c6ea779,Dynamic Programming,4,1,15,0,0
faf2230c,Dynamic Programming,4,1,47,1,0
48123c8b,Loops,2,2,18,1,0
3d59b919,Dynamic Programming,4,2,30,0,0
6c985f1e,Loops,2,2,13,1,0
637f435d,Functions,2,2,32,0,0
3263dca5,Loops,2,1,23,0,0
590f8480,Recursion,3,2,37,1,0
66429af5,Dynamic Programming,4,1,37,0,0
7d83aaa2,Recursion,3,2,38,0,0
a9b93c93,Functions,2,1,23,0,0
65c08f13,Variables,1,1,32,1,1
48123c8b,Recursion,3,2,41,1,0
7882fad6,Functions,2,2,22,0,0
5e4c63f7,Variables,1,2,23,1,1
c1db4161,Functions,2,3,35,1,0
d20907be,Recursion,3,3,39,1,0
5ac87020,Dynamic Programming,4,2,32,0,0
0db3460b,Loops,2,1,28,1,1
92807a16,Loops,2,3,33,1,0
59811e5d,Dynamic Programming,4,1,37,1,0
c30bde50,Loops,2,1,32,1,0
df9ead78,Dynamic Programming,4,2,45,0,0
